"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"1579163-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1579163-52";"2018-03-06";"2018-03-06T18:56:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 8179/2018 => PL 2350/2015.";"";"";"2018-03-06T18:43:07";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 8179/2018, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência na apreciação do PL nº 2350/2015 que Dá nova redação à Lei nº 6.202, de 17 de abril de 1975, que 'Atribui à estudante em estado de gestação o regime de exercícios domiciliares instituído pelo Decreto-lei nº 1.044, de 1969, e dá outras providências' e à Lei n° 9.394, de 20 de dezembro de 1996, que 'Estabelece as diretrizes e bases da educação nacional', para assegurar os direitos educacionais às gestantes'.
"".";"2168830";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168830"
"2168831-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168831-4";"2018-03-06";"2018-03-06T18:56:42";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50788";"https://dadosabertos.camara.leg.br/api/v2/eventos/50788";"1";"0";"0";"0";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"";"";"2018-03-06T18:35:30";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 8180/2018, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência na apreciação do PRC nº 281/2017 que Altera a Resolução nº 25, de 2001, para instituir o 'Comitê de Defesa da Mulher contra Assédio Moral ou Sexual' no âmbito da Câmara dos Deputados'.
"".";"0";""
"2153086-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153086-23";"2018-03-06";"2018-03-06T18:56:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 8180/2018 => PRC 281/2017.";"";"";"2018-03-06T18:44:36";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 8180/2018, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência na apreciação do PRC nº 281/2017 que Altera a Resolução nº 25, de 2001, para instituir o 'Comitê de Defesa da Mulher contra Assédio Moral ou Sexual' no âmbito da Câmara dos Deputados'.
"".";"2168831";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168831"
"1278738-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-95";"2018-03-06";"2018-03-06T19:31:49";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50788";"https://dadosabertos.camara.leg.br/api/v2/eventos/50788";"1";"0";"0";"0";"Aprovado o Requerimento.";"2018-03-06T19:27:22";"Votação do Requerimento dos Srs. Líderes que solicita o encerramento da discussão e do encaminhamento da votação.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"2168745-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168745-2";"2018-03-06";"2018-03-06T17:32:08";"537794";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537794";"CEXTRANE";"50785";"https://dadosabertos.camara.leg.br/api/v2/eventos/50785";"1";"0";"0";"0";"Aprovado";"";"";"2018-03-02T17:06:50";"Apresentação do Requerimento de Audiência Pública n. 25/2018, pelo Deputado Raimundo Gomes de Matos (PSDB-CE), que: ""Requer a realização de Audiência Pública para discutir e avaliar a conformidade da execução contratual da concessão da ferrovia Transnordestina com a Agência Nacional de Transportes Terrestres"".";"0";""
"2168746-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168746-2";"2018-03-06";"2018-03-06T17:32:12";"537794";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537794";"CEXTRANE";"50785";"https://dadosabertos.camara.leg.br/api/v2/eventos/50785";"1";"0";"0";"0";"Aprovado";"";"";"2018-03-02T17:07:53";"Apresentação do Requerimento de Audiência Pública n. 26/2018, pelo Deputado Raimundo Gomes de Matos (PSDB-CE), que: ""Requer a realização de Audiência Pública para discutir e avaliar o andamento das desapropriações da ferrovia Transnordestina pelo Departamento Nacional de Infraestrutura de Transportes - DNIT"".";"0";""
"2168747-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168747-2";"2018-03-06";"2018-03-06T17:32:16";"537794";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537794";"CEXTRANE";"50785";"https://dadosabertos.camara.leg.br/api/v2/eventos/50785";"1";"0";"0";"0";"Aprovado";"";"";"2018-03-02T17:08:32";"Apresentação do Requerimento de Audiência Pública n. 27/2018, pelo Deputado Raimundo Gomes de Matos (PSDB-CE), que: ""Requer a realização de Audiência Pública para discutir e avaliar o andamento da ferrovia Transnordestina com a presença do ministro do Planejamento, Dyogo Oliveira"".";"0";""
"1278738-110";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-110";"2018-03-06";"2018-03-06T20:03:57";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50808";"https://dadosabertos.camara.leg.br/api/v2/eventos/50808";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-03-06T20:03:29";"Votação do Requerimento do Dep. Alessandro Molon (REDE-RJ), que solicita votação da matéria artigo por artigo.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"1278738-111";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-111";"2018-03-06";"2018-03-06T20:32:14";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50808";"https://dadosabertos.camara.leg.br/api/v2/eventos/50808";"1";"0";"0";"0";"Aprovada a Subemeda Substitutiva Global, oferecida pelo Relator da Comissão de Segurança Pública e Combate ao Crime Organizado ao Projeto de Lei nº 1530, de 2015, ressalvados os destaques.";"2018-03-06T20:03:29";"Votação do Requerimento do Dep. Alessandro Molon (REDE-RJ), que solicita votação da matéria artigo por artigo.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"1278738-121";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-121";"2018-03-06";"2018-03-06T20:48:11";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50808";"https://dadosabertos.camara.leg.br/api/v2/eventos/50808";"1";"0";"0";"0";"Mantido o texto.";"2018-03-06T20:39:30";"Votação do art. 1º da Subemenda Substitutiva Global apresentada ao PL 1.530/15, objeto do destaque para votação em separado da bancada do PT - DTQ 6.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"1278738-124";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-124";"2018-03-06";"2018-03-06T21:05:27";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50808";"https://dadosabertos.camara.leg.br/api/v2/eventos/50808";"0";"0";"0";"0";"Rejeitada a Emenda nº 1.";"2018-03-06T20:48:36";"Votação da Emenda nº 1, objeto do destaque para votação em separado da Bancada do PCdoB - DTQ 7.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"1278738-126";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278738-126";"2018-03-06";"2018-03-06T21:06:27";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50808";"https://dadosabertos.camara.leg.br/api/v2/eventos/50808";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Covatti Filho (PP-RS).";"2018-03-06T21:05:47";"Votação da Redação Final.";"2018-03-06T19:05:55";"Parecer proferido em Plenário pelo Relator, Dep. Covatti Filho (PP-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168833"
"1570719-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1570719-50";"2018-03-07";"2018-03-07T21:19:54";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"1";"0";"0";"0";"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 2.332-A, de 2015, exceto a ementa e os caputs dos artigos nºs 1, 4, 6, 7 e 8.";"2018-03-07T21:05:07";"Votação em turno único.";"2018-03-07T21:02:45";"Parecer proferido em Plenário pelo Relator, Dep. Adail Carneiro (PP-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Substitutivo do Senado Federal ao Projeto de Lei nº 2.332, de 2015.";"2169019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169019"
"2168777-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168777-2";"2018-03-07";"2018-03-07T15:35:50";"537963";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537963";"CEXAGENT";"50791";"https://dadosabertos.camara.leg.br/api/v2/eventos/50791";"1";"0";"0";"0";"Aprovado com as Alterações propostas pelo Autor.";"";"";"2018-03-06T14:54:36";"Apresentação do Requerimento n. 5/2018, pelo Deputado Cabo Sabino (AVANTE-CE), que: ""Requer aditamento ao requerimento de nº 2/2017, já aprovado nesta Comissão"".";"0";""
"2168776-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168776-2";"2018-03-07";"2018-05-21T13:06:02";"537963";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537963";"CEXAGENT";"50791";"https://dadosabertos.camara.leg.br/api/v2/eventos/50791";"1";"0";"0";"0";"Aprovado";"";"";"2018-03-06T14:49:11";"Apresentação do Requerimento n. 4/2018, pelo Deputado Cabo Sabino (AVANTE-CE), que: ""Requer a realização de Encontro no Município de Fortaleza, no Estado de Ceará, para debater a importância das Guardas Municipais para a Segurança Pública"".";"0";""
"2086414-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2086414-104";"2018-03-07";"2018-03-07T18:24:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 5.452-B, de 2016, apresentada pela Relatora da Comissão Constituição e Justiça e de Cidadania.";"2018-03-07T18:17:27";"Votação em turno único.";"2018-03-07T17:15:04";"Parecer reformulado em Plenário pela Relatora, Dep. Laura Carneiro (S.PART.-RJ), pela Comissão de Constituição e Justiça e de Cidadania, para que conste o voto pela constitucionalidade, juridicidade, boa técnica legislativa e aprovação do PL 6.722, de 2016, nos termos do Substitutivo já apresentado.";"2168939";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168939"
"2086414-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2086414-106";"2018-03-07";"2018-03-07T18:27:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a Redação Final assinada pela Relatora, Dep. Laura Carneiro (S.PART. - RJ).";"2018-03-07T18:27:52";"Votação da Redação Final.";"2018-03-07T17:15:04";"Parecer reformulado em Plenário pela Relatora, Dep. Laura Carneiro (S.PART.-RJ), pela Comissão de Constituição e Justiça e de Cidadania, para que conste o voto pela constitucionalidade, juridicidade, boa técnica legislativa e aprovação do PL 6.722, de 2016, nos termos do Substitutivo já apresentado.";"2168939";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168939"
"1579163-66";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1579163-66";"2018-03-07";"2018-03-07T18:55:59";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovado o Substitutivo ao Projeto de Lei n° 2.350, de 2015, apresentado pela Relatora da Comissão de Seguridade Social e Família.";"2018-03-07T18:49:27";"Votação em turno único.";"2018-03-07T18:42:25";"Parecer proferido em Plenário pela Relatora, Dep. Gorete Pereira (PR-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168960";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168960"
"1579163-69";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1579163-69";"2018-03-07";"2018-03-07T18:58:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a Redação Final assinada pela Relatora, Dep. Gorete Pereira (PR-CE).";"2018-03-07T18:57:57";"Votação da Redação Final.";"2018-03-07T18:42:25";"Parecer proferido em Plenário pela Relatora, Dep. Gorete Pereira (PR-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168960";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168960"
"2141477-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2141477-42";"2018-03-07";"2018-03-07T19:35:07";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovado o Substitutivo ao Projeto de Lei n° 7.874, de 2017, apresentado pela Relatora da Comissão de Defesa dos Direitos da Mulher.";"2018-03-07T19:33:39";"Votação em turno único.";"2018-03-07T19:24:13";"Parecer proferido em Plenário pela Relatora, Dep. Maria Helena (PSB-RR), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação deste, do PL 7913/2017 e do PL 8321/2017, apensados, na forma do Substitutivo apresentado pela Comissão de Defesa dos Direitos da Mulher.";"2168982";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168982"
"2141477-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2141477-44";"2018-03-07";"2018-03-07T19:37:02";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a Redação Final assinada pela Relatora, Dep. Maria Helena (PSB-RR).";"2018-03-07T19:35:31";"Votação da Redação Final.";"2018-03-07T19:24:13";"Parecer proferido em Plenário pela Relatora, Dep. Maria Helena (PSB-RR), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação deste, do PL 7913/2017 e do PL 8321/2017, apensados, na forma do Substitutivo apresentado pela Comissão de Defesa dos Direitos da Mulher.";"2168982";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168982"
"2150301-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2150301-32";"2018-03-07";"2018-03-07T19:47:28";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovado o Substitutivo ao Projeto de Lei n° 8.470, de 2017, apresentado pela Relatora da Comissão de Seguridade Social e Família.";"";"";"2018-03-07T19:38:36";"Parecer proferido em Plenário pela Relatora, Dep. Flávia Morais (PDT-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168993"
"2150301-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2150301-36";"2018-03-07";"2018-03-07T19:49:03";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a Redação Final assinada pela Relatora, Dep. Flávia Morais (PDT-GO).";"2018-03-07T19:48:36";"Votação da Redação Final.";"2018-03-07T19:38:36";"Parecer proferido em Plenário pela Relatora, Dep. Flávia Morais (PDT-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168993"
"2150301-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2150301-39";"2018-03-07";"2018-03-07T19:55:35";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50810";"https://dadosabertos.camara.leg.br/api/v2/eventos/50810";"1";"0";"0";"0";"Aprovada a  Emenda de Redação nº 1, oferecida pela Relatora da Comissão de Constituição e Justiça e de Cidadania.";"";"";"2018-03-07T19:38:36";"Parecer proferido em Plenário pela Relatora, Dep. Flávia Morais (PDT-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.";"2168993";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168993"
"2153086-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153086-37";"2018-03-07";"2018-03-07T20:27:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"1";"0";"0";"0";"Aprovado o Substitutivo ao Projeto de Resolução nº 281, de 2017, apresentado pela Relatora da Comissão de Constituição e Justiça e de Cidadania.";"2018-03-07T20:26:12";"Votação em turno único.";"2018-03-07T20:20:47";"Parecer proferido em Plenário pela Relatora, Dep. Maria do Rosário (PT-RS), pela Mesa Diretora da Câmara dos Deputados, que conclui pela aprovação deste, na forma do Substitutivo apresentado pela Relatora da Comissão de Constituição e Justiça e de Cidadania.";"2169004";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169004"
"2153086-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153086-38";"2018-03-07";"2018-03-07T20:30:16";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"0";"0";"0";"0";"Rejeitada a Emenda de Plenário de nº 2, com Parecer pela rejeição.";"2018-03-07T20:26:12";"Votação em turno único.";"2018-03-07T20:20:47";"Parecer proferido em Plenário pela Relatora, Dep. Maria do Rosário (PT-RS), pela Mesa Diretora da Câmara dos Deputados, que conclui pela aprovação deste, na forma do Substitutivo apresentado pela Relatora da Comissão de Constituição e Justiça e de Cidadania.";"2169004";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169004"
"2153086-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153086-40";"2018-03-07";"2018-03-07T20:31:14";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"1";"0";"0";"0";"Aprovada a Redação Final assinada pela Relatora, Dep. Maria do Rosário (PT-RS).";"2018-03-07T20:30:29";"Votação da Redação Final.";"2018-03-07T20:20:47";"Parecer proferido em Plenário pela Relatora, Dep. Maria do Rosário (PT-RS), pela Mesa Diretora da Câmara dos Deputados, que conclui pela aprovação deste, na forma do Substitutivo apresentado pela Relatora da Comissão de Constituição e Justiça e de Cidadania.";"2169004";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169004"
"1570719-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1570719-51";"2018-03-07";"2018-03-07T21:20:51";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"0";"0";"0";"0";"Rejeitados os caputs dos artigos nºs 1, 4, 6, 7 e 8  do Substitutivo do Senado Federal ao Projeto de Lei nº 2.332-A, de 2015.";"2018-03-07T21:05:07";"Votação em turno único.";"2018-03-07T21:02:45";"Parecer proferido em Plenário pelo Relator, Dep. Adail Carneiro (PP-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Substitutivo do Senado Federal ao Projeto de Lei nº 2.332, de 2015.";"2169019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169019"
"1570719-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1570719-53";"2018-03-07";"2018-03-07T21:22:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50843";"https://dadosabertos.camara.leg.br/api/v2/eventos/50843";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Adail Carneiro (PP-CE).";"2018-03-07T21:21:55";"Votação da Redação Final.";"2018-03-07T21:02:45";"Parecer proferido em Plenário pelo Relator, Dep. Adail Carneiro (PP-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Substitutivo do Senado Federal ao Projeto de Lei nº 2.332, de 2015.";"2169019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169019"
"2080686-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2080686-61";"2018-03-08";"2018-03-08T12:29:29";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 339, de 2016.";"2018-03-08T12:29:01";"Votação em turno único.";"2017-08-24T14:42:10";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 7101/2017, pelo Deputado Capitão Augusto (PR-SP), que: ""Requer a inclusão na Ordem do Dia do Projeto de Decreto Legislativo nº 339-C de 2016"".";"2149261";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149261"
"2024700-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2024700-41";"2018-03-08";"2018-03-08T12:31:02";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 253, de 2015.";"2018-03-08T12:30:54";"Votação em turno único.";"2015-10-23T10:58:24";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 253/2015, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Tratado entre a República Federativa do Brasil e a República da Costa Rica sobre Cooperação Jurídica Internacional em Matéria Civil, assinado em Brasília, em 4 de abril de 2011"".";"0";""
"2024700-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2024700-43";"2018-03-08";"2018-03-08T12:31:35";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovada a Redação Final, assinada pela Relatora, Dep. Cristiane Brasil (PTB - RJ).";"2018-03-08T12:31:20";"Votação da Redação Final.";"2015-10-23T10:58:24";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 253/2015, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Tratado entre a República Federativa do Brasil e a República da Costa Rica sobre Cooperação Jurídica Internacional em Matéria Civil, assinado em Brasília, em 4 de abril de 2011"".";"0";""
"2080686-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2080686-63";"2018-03-08";"2018-03-08T12:32:18";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovada a Redação Final, assinada pelo Relator, Dep. Rubens Otoni (PT - GO).";"2018-03-08T12:30:39";"Votação da Redação Final.";"2017-08-24T14:42:10";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 7101/2017, pelo Deputado Capitão Augusto (PR-SP), que: ""Requer a inclusão na Ordem do Dia do Projeto de Decreto Legislativo nº 339-C de 2016"".";"2149261";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149261"
"2120338-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2120338-44";"2018-03-08";"2018-03-08T12:33:31";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 559, de 2016.";"2018-03-08T12:33:18";"Votação em turno único.";"2016-12-07T17:41:54";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 559/2016, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Peru, assinado em Lima, em 11 de dezembro de 2009."".";"0";""
"2120338-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2120338-46";"2018-03-08";"2018-03-08T12:34:07";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovada a Redação Final, assinada pelo Relator, Dep. Gabriel Guimarães (PT- MG).";"2018-03-08T12:33:45";"Votação da Redação Final.";"2016-12-07T17:41:54";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 559/2016, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Peru, assinado em Lima, em 11 de dezembro de 2009."".";"0";""
"2130449-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2130449-40";"2018-03-08";"2018-03-08T12:35:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50847";"https://dadosabertos.camara.leg.br/api/v2/eventos/50847";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 626, de 2017.";"2018-03-08T12:35:38";"Votação em turno único.";"2017-04-20T15:05:17";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 626/2017, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo dos Emirados Árabes Unidos Referente à Cooperação no Campo da Defesa, assinado em Brasília, em 22 de abril de 2014"".";"0";""
